Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Jr. Web Designer,Effervescent Technologies Pvt. Ltd.,0 - 1 years,Not Disclosed,Mumbai,30+ days ago,1,436,"Job Description :

Effervescent is looking for a Jr. Web Designer who is upbeat, focused and well-organized individual to be a part of our creative studio team. You must be committed to winning and working hard in a team creative environment. Must also be results-driven and committed to learning the hosting business from the ground up. The Jr. Web Designer will essentially be a team player responsible for work assigned to him/her by the Sr. Web Designer.

Key Role & Responsibilities:

Proactively provide smart client research and industry specific information.

Provide online website updates. Be a team player and a valued contributor to the creative studio team.

Candidate will be required to work independently on building SME websites from collateral data and promotional material along with generic reference sheet which will be provided.

Candidates will also have to attend meetings to take brief from clients on their specific requirements. Sr. Web Designers will have to manage a team of Jr. Designers. Jr. Web Designers should have to report Sr. Web Designers.

Requirements:

Minimum of 6 - 12 months previous work experience is a must.

Knowledge of creative softwares like Photoshop, Dreamweaver, Flash etc.

Knowledge of Javascripts, HTML, DHTML & CSS

Candidates must be comfortable working in a fast paced, constantly evolving, team environment Strong project management, interpersonal and organizational skills are essential.","project management, dreamweaver, website, be, photoshop, sme, team player, team, html dhtml, web designer"
Web Designer,Hscode Solution,0 - 1 years,Not Disclosed,Rajkot,30+ days ago,1,343,"Required Software Knowledge
Adobe Photoshop
Adobe Dreamweaver
Adobe illustrator (optional)

Required Keyskills
Ability to design creative website template (PSD File), logos and banners with great sense of color scheme
Brief knowledge of HTML5, CSS3, JavaScript, jQuery, JSON, Bootstrap
Ability to create Photoshop PSD file for website and covert it to Responsive HTML template using HTML & CSS
Proficient in English read & write
Knowledge of illustrator would be good","PSD, Web technologies, jQuery, PDF, Illustrator, Javascript, HTML, JSON, Photoshop, CSS3"
"Accepting Application For Intership For Java, PHP, Web Design, Android",Clover Infosoft,0 - 1 years,Not Disclosed,Pune,30+ days ago,1,4472,"Accepting Application for Intership for Java, PHP, Web Design, Android and IOS

Good to have basic Programming language
Good visualization
Good be an experience of HTML, CSS, Javascript and jQuery
Qualification : Degree in Arts, Commerce or Any relevant degree
Contact : HR ( HR@cloverinfosoft.com )
Location : Pune
Number of Openings: 2","Visualization, jQuery, web, Javascript, Programming, PHP, Commerce, HTML, Web designing, Application, Android"
Jr. Web Designer,Effervescent Technologies Pvt. Ltd.,0 - 1 years,Not Disclosed,Mumbai,30+ days ago,1,289,"Key Role & Responsibilities:

Proactively provide smart client research and industry specific information.

Provide online website updates. Be a team player and a valued contributor to the creative studio team.

Candidate will be required to work independently on building SME websites from collateral data and promotional material along with generic reference sheet which will be provided.

Candidates will also have to attend meetings to take brief from clients on their specific requirements. Sr. Web Designers will have to manage a team of Jr. Designers. Jr. Web Designers should have to report Sr. Web Designers.

Requirements:

Minimum of 6 - 12 months previous work experience is a must.

Knowledge of creative softwares like Photoshop, Dreamweaver, Flash etc.

Knowledge of Javascripts, HTML, DHTML & CSS

Candidates must be comfortable working in a fast paced, constantly evolving, team environment Strong project management, interpersonal and organizational skills are essential.",", project management, dreamweaver, promotional material, photoshop, sme, team player, team, html dhtml"
Web Designer,Dynamic Dreamz,0 - 3 years,Not Disclosed,Surat,30+ days ago,1,206,"Job Description :



Experience of using HTML, HTML 5, JavaScript, jQuery and CSS

Knowledge of cross browser compatibility and working to W3C standards.

WA good understanding of SEO for SEO Optimized HTML.

Knowledge and/or experience of mobile site HTML.

Experience developing Responsive html.

WordPress, Joomla and Magento theme integration is a plus point.","wordpress, joomla, seo, experience, web design, html 5, javascript, jquery, magento, knowledge"
Jr. Web Designer,Effervescent Technologies Pvt. Ltd.,0 - 3 years,Not Disclosed,Mumbai,30+ days ago,1,262,"Key Role & Responsibilities:

Proactively provide smart client research and industry specific information.

Provide online website updates. Be a team player and a valued contributor to the creative studio team.

Candidate will be required to work independently on building SME websites from collateral data and promotional material along with generic reference sheet which will be provided.

Candidates will also have to attend meetings to take brief from clients on their specific requirements. Sr. Web Designers will have to manage a team of Jr. Designers. Jr. Web Designers should have to report Sr. Web Designers.

Requirements:

Minimum of 6 - 12 months previous work experience is a must.

Knowledge of creative softwares like Photoshop, Dreamweaver, Flash etc.

Knowledge of Javascripts, HTML, DHTML & CSS

Candidates must be comfortable working in a fast paced, constantly evolving, team environment Strong project management, interpersonal and organizational skills are essential.","project management, dreamweaver, promotional material, photoshop, sme, team player, team, html dhtml"
Web Designer,Dynamic Dreamz,0 - 3 years,Not Disclosed,Surat,30+ days ago,1,153,"Job Description :



Experience of using HTML, HTML 5, JavaScript, jQuery and CSS

Knowledge of cross browser compatibility and working to W3C standards.

WA good understanding of SEO for SEO Optimized HTML.

Knowledge and/ or experience of mobile site HTML.

Experience developing Responsive html.

WordPress, Joomla and Magento theme integration is a plus point.",", wordpress, joomla, seo, web design, html 5, javascript, jquery, magento"
Jr. Web Designer,Effervescent Technologies Pvt. Ltd.,0 - 1 years,Not Disclosed,Mumbai,30+ days ago,1,239,"Positions based in Mumbai.

Effervescent is looking for a Jr. Web Designer who is upbeat, focused and well-organized individual to be a part of our creative studio team. You must be committed to winning and working hard in a team creative environment. Must also be results-driven and committed to learning the hosting business from the ground up. The Jr. Web Designer will essentially be a team player responsible for work assigned to him/her by the Sr. Web Designer.

Key Role & Responsibilities:

Proactively provide smart client research and industry specific information.

Provide online website updates. Be a team player and a valued contributor to the creative studio team.

Candidate will be required to work independently on building SME websites from collateral data and promotional material along with generic reference sheet which will be provided.

Candidates will also have to attend meetings to take brief from clients on their specific requirements. Sr. Web Designers will have to manage a team of Jr. Designers. Jr. Web Designers should have to report Sr. Web Designers.

Requirements:

Minimum of 6 - 12 months previous work experience is a must.

Knowledge of creative softwares like Photoshop, Dreamweaver, Flash etc.

Knowledge of Javascripts, HTML, DHTML & CSS

Candidates must be comfortable working in a fast paced, constantly evolving, team environment Strong project management, interpersonal and organizational skills are essential.","project management, dreamweaver, website, be, photoshop, sme, team player, team, html dhtml, web designer"
Jr. Web Designer,Magicdesignlabs,0 - 3 years,Not Disclosed,Indore,30+ days ago,1,475,"We have opening for experienced IT professional with experience in Web Designing. This experience is relevant to one of our current openings.

The opening requires good web & UI designing experience in addition to the below skills. It is located in Indore, M.P

Send your resume immediately so we can schedule your interview. Looking for Immediate/ 7 days joiners.

Any relevant reference from your side is really appreciated

1) Skill Description: -

HTML5, CSS3, XHTML, CSS, Adobe tools - Photoshop, Dreamweaver, Illustrator, Indesign

Knowledge of development environment with Magento, WordPress, Prestashop, PHP, JS &Jquery.","development, dreamweaver, wordpress, php, adobe, photoshop, jquery, xhtml, magento, illustrator"
Web Designer,Aimsoft,0 - 2 years,Not Disclosed,Trivandrum/Thiruvananthapuram,30+ days ago,1,167,"Skill Set Required:


Photoshop, CorelDraw, CSS3, HTML5, Javascript, jQuery, Ajax

Understanding of web designing, using asp. Net controls with jQuery, ajax to get prototype websites; XHTML5, CSS and Dreamweaver is a plus


Roles and Responsibilities:


Ability to complete a project from its scratch.

Act as a single point of contact for all the engineering activities on the project

Individual contributor and act as mentor for other engineers","dreamweaver, photoshop, coreldraw, web designing, ajax, prototype, javascript, jquery, css3, asp net"
Web Designer,Ascension Solutions,0 - 3 years,Not Disclosed,Pune,30+ days ago,1,359,"Job Roles and Responsibilities : - 1. should have expert in Flash.
2. knowledge of CSS, HTML, X HTML is must. knowledge of Photshop, Corel Draw. Send your resumes to careers@ascensionsolution.in with your Skillset, Years of experience and current CTC in the subject line",Web Designer
Junior Web Designer,Jayanth Systems,0 - 2 years,Not Disclosed,Gangtok,30+ days ago,1,44,"Web page designing, user interface design, HTML page making, Flash animation.

as web designer in an IT company. Experienced in W3C protocols.

Qualification Degree/Diploma in visual arts from renowned university. HTML/ CSS/ 2D/3D Animation, Photoshop, Illustratorr","web, html, Junior Web Designer, it, flash"
Web designers,Stratosphere It Services,0 - 4 years,Not Disclosed,Hyderabad,30+ days ago,1,2592,"Job Requirements:
Faculty Position on Oracle Database Administrators
Candidate Profile: B.Tech. in Electronics, Computer Science, Information Technology, BCA, MCA, B. Sc. in Computer Science or IT. Freshers& Experienced candidates can apply.","Technical product configuration, c++, C, design, MySQL, JavaScript, integration PHP, HTML"
Web Developer - Designer,Kernel Solutions,0 - 1 years,Not Disclosed,Hyderabad,30+ days ago,1,7126,"Requirements:

Experience in developing websites and/or web applications. Practical experience in development of HTML, JavaScript, CSS, SQL. 0- 1 yrs exp can apply.","HTML;Javascript, CSS, development, Web technologies, web, developing, SQL"
Graphic Designer,Zariya Innovations,3 - 6 years,2.25-4.5 Lacs P.A.,"New Delhi,Delhi( Saket, New Friends Colony )",2 days ago,2,111,"Job Title: Graphic Designer
Location: NFC, Saket, Delhi / Noida Sector 63
Job Type: Full-Time
Requirement: Immediate

Job Overview:

A graphic designer is responsible for conceptualizing, designing, and producing visual materials that effectively convey a message or meet a specific purpose. They work in a variety of industries, including advertising, marketing, web design, print media, and more.

Key Responsibilities:

Design Creation: Develop visually appealing designs for a wide range of projects, including logos, brochures, catalogs, posters, websites, social media graphics, advertisements, and other marketing collateral.
Conceptualization: Collaborate with clients or team members to understand project objectives, target audience, and messaging, and translate these into creative design concepts.
Knowledge of web development, digital marketing concepts, branding & communication and best practices.
Proficient in Branding, Package design and illustration.
A good portfolio of completed design projects.
Designing Marketing communication & collaterals for digital & print mediums.
Designing Emailers, Social ads/post, Google ads, Banners, leaflets, banners etc.
Hands-on experience with image editing software, like Photoshop and Adobe Illustrator/Corel. InDesign, Premiere, Aftereffects and other 2D/3D software are a plus.

Qualifications:

Strong portfolio showcasing a variety of design projects.
Proficiency in design software and tools.
Excellent understanding of design principles, including typography, color theory, and layout.
Creativity, attention to detail, and a keen eye for aesthetics.
Strong communication and collaboration skills.
Time management and ability to meet deadlines.
Adaptability and the ability to work in a fast-paced environment.

Required Skills:

Animation and motion graphics.
Adobe, Photoshop, Adobe InDesign, Corel Draw, Adobe illustrator
Knowledge of user experience (UX) design principles.","Ui/Ux, Illustrator, Adobe After Effects, Graphic Designing, Photoshop, Visual Effects, Motion Graphics, Figma, Canva, Corel Draw, Indesign, Adobe Creative Suite"
