Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
PHP Developer - Ahmedabad,Sellcraft Global Solutions Private Limited,3 - 6 years,Not Disclosed,Ahmedabad,17 days ago,,Less than 10,"Design, develop, and maintain web applications, websites, and APIs using PHP.
Collaborate with front-end developers to integrate user-facing elements with server-side logic.
Create and manage databases, write efficient SQL queries, and optimize database performance.
Utilize PHP frameworks (e.g., Laravel, Symfony) and libraries to streamline development.","PHP, Symfony, API, Laravel, application development"
PHP Developer - Pune,Sellcraft Global Solutions Private Limited,3 - 6 years,Not Disclosed,Pune,17 days ago,,60,"Design, develop, and maintain web applications, websites, and APIs using PHP.
Collaborate with front-end developers to integrate user-facing elements with server-side logic.
Create and manage databases, write efficient SQL queries, and optimize database performance.
Utilize PHP frameworks (e.g., Laravel, Symfony) and libraries to streamline development.","PHP, Symfony, API, Laravel, application development"
PHP Developer - Mumbai,Sellcraft Global Solutions Private Limited,3 - 6 years,Not Disclosed,Mumbai,17 days ago,,27,"Design, develop, and maintain web applications, websites, and APIs using PHP.
Collaborate with front-end developers to integrate user-facing elements with server-side logic.
Create and manage databases, write efficient SQL queries, and optimize database performance.
Utilize PHP frameworks (e.g., Laravel, Symfony) and libraries to streamline development.","PHP, Symfony, API, Laravel, application development"
PHP Developer,Arnan Consulting,3 - 8 years,5-12 Lacs P.A.,"Noida,Uttar Pradesh",2 days ago,4,86,"Object-oriented programming concepts and design patterns.
PHP, CodeIgniter
Laravel framework
WordPress
Angular and MySQL
API authentication
Security & encryption
Front-end tech. JavaScript, HTML5, and CSS3
Mobile / Web-based, code versioning tools

Required Candidate profile
Good to have React Js, React Native, NodeJS, etc.
Exp. implementing security such as OAuth, SAML, Single Sign On, Mobile Device
one RDBMS like Mysql, Postgresql, MSSQL, etc.

Early joiner preferred
.","Php Development, Angularjs, Api Integration, Node.Js, Encryption, Codeigniter, Laravel Php Framework, Css/Css3, Wordpress, MySQL, Javascript, PHP, React Native Js, React.Js"
PHP Developer,Aravindams InfoTech Pvt Ltd,14 - 20 years,Not Disclosed,Chennai,30+ days ago,1,24,"As a PHP Web Developer, the Web Developer relies on experience in web application development to design and PHP-based web applications.
Required Skills
# Computer Science Degree or equivalent working experience
# 2+ years of PHP programming experience
# Thorough knowledge in relational database design and development
Key Responsibilities
# Plan, design, develop, debug, implement and support web-based applications and services
# Modify existing software to: correct errors, allow it to function in new operating environments, or improve performance
# Adheres to and recommends improvements to project coding standards
# Work in a team environment
# Improve software quality by conducting systems analysis, and recommending changes in policies and procedures
Education :
Education: BE (CS), B Tech (IT), MCA, MSC (CS), BCA, B,Sc(CS)","Web application development, PDF, Sales, Web technologies, Coding, Database design, PHP, Operating environments, software quality"
PHP Developer,KSK Info,5 - 10 years,Not Disclosed,Chennai,30+ days ago,1,29,"1. Conducting analysis of website and application requirements.
3. Developing back-end portals with an optimized database.
4. Troubleshooting application and code issues.
5. Finalizing back-end features and testing web applications.
Requirements:
1. Knowledge of PHP web frameworks including Laravel and CodeIgniter.
2. Knowledge of front-end technologies including CSS3, JavaScript, and HTML5.
3. Understanding of object-oriented PHP programming.
4. Proficient with code versioning tools including Git, Mercurial, CVS, and SVN.
5. Familiarity with SQL/NoSQL databases.","CVS, HRM, Front end, GIT, NoSQL, Javascript, PHP, Troubleshooting, SQL, CSS3"
PHP Developer,Essenware,1 - 3 years,Not Disclosed,Chennai,30+ days ago,1,168,"1. Design, develop, debug and support web application and database
2. Responsible in improving web application performance, security and reliability
3. Maintain and update existing documentation or create new documentation
4. Experience in API Development
5. Writing highly maintainable, reusable and efficient code
Skills Requirement
1. PHP, HTML, CSS, Javascript, jQuery, AJAX, XML, Json
2. PHP framework such as Laravel is advantage
3. MySQL / MariaDb database","Payroll, jQuery, XML, Web application, MySQL, Javascript, PHP, HTML, JSON, Ajax"
PHP Developer,Influx Worldwide,2 - 6 years,Not Disclosed,Chennai,30+ days ago,1,47,"If you are a committed PHP developer who is constantly seeking to learn and improve your skill set, you re our dev!

PHP Developer - Influx Worldwide The job requires Strong knowledge of Core PHP

PHP framework (CodeIgniter/ Laravel)

CMS (WordPress/ Drupal/ Magento/ Joomla)

Extensive knowledge in API creation and integration with different technologies, understanding the fully synchronous behaviour of PHP

Understanding of MVC design patterns

Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3

Knowledge of object oriented PHP programming

Strong knowledge of the common PHP or web server exploits and their solutions

Understanding fundamental design principles behind a scalable application

User authentication and authorization between multiple systems, servers, and environments

Integration of multiple data sources and databases into one system

Familiarity with limitations of PHP as a platform and its workarounds

Creating database schemes that represent and support business processes

Familiarity with MySQL/ NoSQL databases and their declarative query languages","Drupal, Front end, MySQL, Wordpress, Javascript, CMS, PHP, MVC, Joomla, CSS3"
PHP Developer,Influx Worldwide,2 - 4 years,Not Disclosed,Chennai,30+ days ago,1,43,"Strong knowledge of Core PHP
PHP framework (CodeIgniter/Laravel)
CMS (WordPress / Drupal / Magento / Joomla)
Extensive knowledge in API creation and integration with different technologies, understanding the fully synchronous behaviour of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object oriented PHP programming
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemes that represent and support business processes
Familiarity with MySQL/NoSQL databases and their declarative query languages",PHP
PHP Developer,Influx Worldwide,2 - 4 years,Not Disclosed,Chennai,30+ days ago,1,20,"Extensive knowledge in API creation and integration with different technologies, understanding the fully synchronous behaviour of PHP
Understanding of MVC design patterns
Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Knowledge of object oriented PHP programming
Strong knowledge of the common PHP or web server exploits and their solutions
Understanding fundamental design principles behind a scalable application
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Familiarity with limitations of PHP as a platform and its workarounds
Creating database schemes that represent and support business processes
Familiarity with MySQL/NoSQL databases and their declarative query languages","Wordpress CMS, Drupal, Front end, NoSQL, MySQL, Javascript, PHP, MVC, Joomla, CSS3"
